clinic_id,clinic_name,location_address,phone,website
30000_494,Sleep Labs of the South LLC,"1600 Clingan Ridge Drive NW, Cleveland, TN 37312",423-478-5701,N/A
30000_499,Community Health Network Sleep Wake Disorders Center,"7250 Clearvista Drive, 350, Indianapolis, IN 46256",N/A,https://www.ecommunity.com/locations/sleepwake-disorders-center-north/?utm_source=GMB&utm_medium=Yext&utm_campaign=listings
30000_505,Baptist East Sleep Disorders Center,"6924 Winton Blount Boulevard, Montgomery, AL 36117",N/A,http://www.sleepsouthdiagnostics.com/
30000_506,NYC Sleep Medicine,"2408 Ocean Avenue, MO Unit, Brooklyn, NY 11229",N/A,https://nyulangone.org/locations/nyu-langone-pulmonology-sleep-medicine-brooklyn
30000_510,The Sleep Disorder Center At Scott County Hospital,"1602 S Main Street, B, Scott City, KS 67871",620-874-4861,https://topbusinessesusa.top/details/sleep-disorder-center-ChIJrbw
30000_516,Eastside Sleep Diagnostic Center,"99 N. Brice Road, 350, Columbus, OH 43213",N/A,https://columbussleep.com/
30000_521,IT Services/Software,"1715 Ida Road, Hoffman Estates, IL 60169",N/A,http://www.safepointit.com/
30000_534,5 Medical Park Dr,"MOB B Suite 307, Benton, AR 72015",N/A,https://www.salineclinics.org/central-arkansas-family-practice
30000_535,Saline Memorial Sleep Disorders Lab,"1200 North Main, Benton, AR 72015",N/A,https://www.baptist-health.com/location/baptist-health-sleep-clinic-benton/
30000_537,SIMEDHealth Sleep Center,"4343 W Newberry Road, Gainesville, FL 32607",N/A,https://simedhealth.com/simedhealth-sleep-center
30000_543,Virtua Garden State Pulmonary Assoc.,"239 Hurffville Crosskeys Road, Sewell, NJ 08080-4002",N/A,https://www.virtua.org/locations/pulmonology-washington-township?utm_campaign=gmb&utm_medium=organic&utm_source=local
30000_544,Sleep and Pulmonary Medicine,"330 Sabattus Street, Lewiston, ME 04240",N/A,https://www.stmarysmaine.com/departments-services/sleep-disorders/sleep-disorders?utm_source=GMBSocialClimb&utm_medium=StMarysCenterforSleepDisorders
30000_552,Valley Sleep Center - Prescott,"3777 Crossings Drive, Suite B, Prescott, AZ 86305",N/A,https://www.valleysleepcenter.com/
30000_557,ICMC Sleep Institute,"600 N Main, Pilot Knob, MO 63663",N/A,http://www.icmedcenter.org/
30000_559,Healthy Sleep MD,"5777 W Maple Road, 185, West Bloomfield, MI 48322",248-688-0088,http://healthysleepmd.com/
30000_560,TriHealth Good Samaritan Hospital,"6350 Glenway Avenue, 203, Cincinnati, OH 45211",513-569-6777,http://www.trihealth.com/hospitals-and-practices/good-samaritan-outpatient-center-glenway/
30000_561,MGHfC Pediatric Sleep Associates,"32 Fruit Street, Yawkey Building 6th Flo, C, Boston, MA 02114",N/A,http://www.massgeneral.org/children/services/treatmentprograms.aspx?id=1626
30000_569,Princeton Community Hospital Sleep Center,"122 12th Street Extenison, Princeton, WV 24740",N/A,https://wvumedicine.org/princeton/
30000_573,Advantage Sleep Centers,"1998 Rte 70 E, Cherry Hill, NJ 08003",N/A,http://www.adsleepcenters.com/
30000_584,Center for Sleep Disorders,"203 Medical Arts Drive, 1 & 2, Sandersville, GA 31082",478-552-1030,N/A
30000_587,Sleep Centers of Arkansas LLC,"4601 East McCain Boulevard, North Little Rock, AR 72117",N/A,http://www.medicsleepcare.com/
30000_588,Innovative Sleep Solutions,"410 West Wesmark Boulevard, Sumter, SC 29150",803-736-3277,https://www.southcarolinaent.com/about-us/locations?utm_source=GBP&utm_medium=Organic&utm_campaign=Location-Listing-SCENTSR
30000_591,St. Luke's Sleep Disorders Center,"100 St. Luke's Lane, Stroudsburg, PA 18360",N/A,https://www.slhn.org/locations/stlukes-sleep-centers-stroudsburg
30000_600,Sleep Medicine Services,"101 S. Bryn Mawr Avenue, Suite 220, Bryn Mawr, PA 19010",N/A,http://www.mainlinesnoringsolutions.com/
30000_611,Carl Health Methodist Atrium Medical Office Center - Pulmonary Medicine and Sleep Services,"900 Main Street, Suite 630, Peoria, IL 61602",309-672-4433,https://carle.org/locations/carle-health-methodist-atrium-medical-office
30000_612,HCA Houston Healthcare North Cypress Sleep Center,"Suite 510, 21214 Northwest Fwy, Cypress, TX 77429",832-912-3500,https://www.hcahoustonhealthcare.com/locations/north-cypress?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
30000_627,NueroDiagnostic Laboratories,"2266 S Dobson Road, Suite 105, Mesa, AZ 85204",602-424-4450,https://neurodiagnosticlabs.com/locations/
1687_4,Weill Cornell Pediatric Sleep and Breathing Disorders Center,"425 E 61 Street,  Suite 202, New York, NY 10065",646-962-7378,https://weillcornell.org/services/neurology/center-for-sleep-medicine
1764_10,A.O. Fox Memorial Hospital,"1 Norton Avenue, ONEONTA, NY 13820",607-432-2000,https://www.bassett.org/locations/ao-fox-hospital
80_1,South Central Sleep Center,"1203 Jefferson Street, Laurel, MS 39440",N/A,https://scrmc.com/clinics/south-central-sleep-center/
131_2,Respiratory Consultants of Georgia Sleep Center,"111 Laurel Creek Road, Suite C, Calhoun, GA 30701",678-721-0705,https://site2021.breathingbetter.org/
144_2,Fusion Sleep - Sleep Medicine Program,"3650 Mansell Road, Suites 100 and 125, Alpharetta, Georgia 30022",N/A,http://www.fusionsleep.com/
169_3,Gwinnett Sleep,"3890 Johns Creek Parkway, Suite 240 Suwanee, GA 30024",678-736-5883,https://gwinnettsleep.com/suwanee/
169_4,Gwinnett Sleep,"2108 Teron Trace Suite 100A Dacula, GA 30019",678-942-5985,https://gwinnettsleep.com/dacula/
169_5,Gwinnett Sleep,"1600 Medical Way Suite 250 Snellville, GA 30078",N/A,https://gwinnettlung.com/
236_3,Starr Regional Sleep Diagnostic Center,"1114 West Madison Avenue, Athens, TN 37303",423-744-3489,https://www.starrregional.com/sleep-center
362_1,Citrus Pulmonary Consultants and Sleep Disorders,"1550 N. Shockley Lp., Crystal River, FL 34429",352-795-1999,http://www.citruspulmonary.com/
455_1,Atrium Health Sleep Medicine,"1550 Faulk Street, Suite 3120, Monroe, NC 28112",980-993-6320,https://atriumhealth.org/locations/detail/atrium-health-pulmonology-and-sleep-medicine-monroe?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR
488_1,Norton Children's Sleep Center,"9880 Angies Way Suite 330, Louisville, KY 40241",502-588-2220,https://nortonchildrens.com/location/LOC0000191934/?utm_source=Yext
531_1,Scotland Regional Sleep Medicine,"601 Launchwood Drive, Laurinburg, NC 28352",910-504-8535,http://www.scotlandhealth.org/
599_2,Sleep Management Institute - EG,"5885 Harrison Avenue, Suite 3300, Cincinnati, OH 45248",N/A,https://sleepmanagement.md/?utm_source=GMBSocialClimb&utm_medium=SleepManagementInstitute
647_1,IU Health Physicians Sleep Medicine,"8820 S Meridian Street, Suite 105, Indianapolis, IN 46217",317-963-0555,https://iuhealth.org/find-locations/iu-health-sleep-medicine-8820-s-meridian-st-indianapolis?utm_source=Google&utm_medium=Yext&y_source=1_MTI5Mjg4MjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
657_2,Charleston Area Medical Center Sleep Center,"300 Clay Lick Road, Ripley, WV 25271",304-372-2848,http://camc.org/Sleep
663_1,Indiana University Health Sleep Medicine,"1115 North Ronald Reagan Parkway Suite 171, Avon, IN 46123",N/A,https://iuhealth.org/find-locations/iu-health-sleep-disorders-center-1111-n-ronald-reagan-pkwy-avon?utm_source=Google&utm_medium=Yext&y_source=1_MTE5NDIyNzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
664_1,Riley Sleep Medicine,"705 Riley Hospital Drive, Suite 2300, Indianapolis, IN 46202",317-948-7208,https://www.rileychildrens.org/practice-location/sleep-medicine-riley-outpatient-center-at-iu-health?utm_source=Google&utm_medium=Yext&y_source=1_MTM0OTA5ODktNzE1LWxvY2F0aW9uLndlYnNpdGU=
680_4,Duke Raleigh Sleep Laboratory,"3320 Wake Forest Road, Suite 410, Raleigh, NC 27609",919-862-5863,https://www.dukehealth.org/locations/duke-raleigh-hospital-sleep-laboratory?utm_source=google&utm_medium=local&utm_campaign=evergreen
683_1,UTHealth Athens - Center for Sleep Disorders,"409 W. Cottage Road, Carthage, TX 75633",903-531-8079,https://uthealtheasttexas.com/find-a-provider/location/entity2210/
683_2,UTHealth Athens - Center for Sleep Disorders,"2116 East Rusk Street, Jacksonville, TX 75766",903-531-8079,https://uthealtheasttexas.com/find-a-provider/location/entity4810/
683_3,UTHealth Athens - Center for Sleep Disorders,"2401 SSE Loop 323, Tyler, TX 75701",903-531-8079,https://uthealtheasttexas.com/find-a-provider/location/entity24910/
683_5,UTHealth Athens - Center for Sleep Disorders,"2000 S. Palestine Street, Athens, TX 75751",903-675-1717,http://www.athenssleepcenter.com/
709_1,Respiratory and Sleep Disorders Specialists Sleep Center,"506 Medical Center Boulevard, Suite 100, Conroe, TX 77304",N/A,https://www.myprivia.com/rsdsmd
709_2,Respiratory and Sleep Disorders Specialists Sleep Center,"27700 Northwest Fwy., Suite 580, Cypress, TX 77433",N/A,https://www.myprivia.com/rsdsmd
709_5,Respiratory and Sleep Disorders Specialists Sleep Center,"1111 Medical Plaza Drive, Suite 250, Woodlands, TX 77380",N/A,http://www.rsdsmd.com/
709_6,Respiratory and Sleep Disorders Specialists Sleep Center,"13426 Medical Complex Drive, Suite 175, Tomball, TX 77375",N/A,https://www.myprivia.com/rsdsmd
709_7,Respiratory and Sleep Disorders Specialists Sleep Center,"20207 Chasewood Park Drive, Suite 201, Houston, TX 77070",N/A,http://www.rsdsmd.com/
735_1,UT Physicians,"6431 Fannin, Houston, TX 77030",N/A,https://www.utphysicians.com/clinic/ut-physicians-internal-medicine-tmc/?utm_source=extnetwork&utm_medium=YextListings&utm_campaign=56581
747_1,Central Indiana Neurology,"325 Westfield Road Suite D, Noblesville, IN 46060",N/A,https://www.jwmneuro.com/
774_1,SC Jacksonville,"15 Founders Lane, Jacksonville, IL 62650",N/A,https://www.springfieldclinic.com/our-locations/springfield-clinic-jacksonville
928_1,Ascentist Healthcare,"290 NE Tudor Road, Lees Summit, MO 64086",816-524-5522,http://www.ascentist.com/
963_1,Defiance Regional Hospital,"1252 Ralston Avenue Medical Office Building 2, Suite 402, Defiance, OH 43512",419-783-6955,https://www.promedica.org/locations-and-doctors/location/hospital/promedica-defiance-regional-hospital
980_1,VCU Center for Sleep Medicine,"417 N. 11th Street, Richmond, VA 23219",804-323-2255,https://www.vcuhealth.org/locations/stony-point-campus/stony-point-9105
980_3,VCU Center for Sleep Medicine,"1200 E. Marshall Street, Richmond, VA 23219",N/A,https://www.vcuhealth.org/locations/stony-point-campus/stony-point-9105
991_1,The Sleep Medicine Center,"21700 Chardon Road, Cleveland, OH 44128",N/A,https://geaugasleep.com/
996_1,Children's Mercy Kansas City Northland,"501 NW Barry Road, Kansas City, MO 64155",816-413-2500,http://www.childrensmercy.org/northland
1052_1,Fremont Memorial Hospital,"1920 Glen Springs Drive, Fremont, OH 43420",419-332-7321,https://www.promedica.org/locations-and-doctors/location/hospital/promedica-memorial-hospital
1091_2,Chicago Sleep Center,"St. Joseph Ascension Health Outpatient Pavilion, 2845 N. Sheridan Road, Suite 807, Chicago, IL 60657",N/A,http://www.presencehealth.org/
1091_3,Chicago Sleep Center,"2522 W. Peterson Avenue, Chicago, IL 60659",773-262-4110,https://chicagoent.com/locations/peterson/?y_source=1_MTUyMTYyMjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1091_4,Chicago Sleep Center,"Advocate Illinois Masonic Medical Office Center, 3000 N. Halsted Street, Suite 400, Chicago, IL 60657",847-620-6077,https://care.advocatehealth.com/locations/advocate-illinois-masonic-sleep-center-chicago
1091_5,Chicago Sleep Center,"8930 Gross Point Road, Suite 700, Skokie, IL 60077",773-262-4110,https://chicagosleepcenter.com/?y_source=1_MTUyMTYyMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1091_6,Chicago Sleep Center,"2222 W. Division Street, Suite 330, Chicago, IL 60622",N/A,https://chicagosleepcenter.com/?y_source=1_MTUyMTYyMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1091_7,Chicago Sleep Center,"2233 W Division Street, 10th Floor, Chicago, IL 60622",N/A,https://chicagosleepcenter.com/?y_source=1_MTUyMTYyMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1096_2,Toledo Clinic Institute of Sleep Medicine,"1600 East Riverview Avenue, Suite 102, Napoleon, Ohio 43545",N/A,https://toledoclinic.com/doctor/naeem-lughmani/
1096_3,Toledo Clinic Institute of Sleep Medicine,"725 South Shoop Avenue, Suite 203, Wauseon, Ohio 43567",N/A,https://www.fultoncountyhealthcenter.org/services/sleep-disorder-center/
1096_4,Toledo Clinic Institute of Sleep Medicine,"1200 Medical Center Parkway, Maumee, OH 43537",N/A,https://toledoclinic.com/doctor/naeem-lughmani/
1127_3,TPMG Sleep Health,"5424 Discovery Park Boulevard, Building B, Suite 204, Williamsburg, VA 23188",757-707-3999,https://mytpmg.com/location/lung-sleep-specialists-at-williamsburg/?utm_source=GMBlisting&utm_medium=organic
1167_1,Cleveland Clinic Westlake Medical Campus,"850 Columbia Road, Westlake, OH 44145",866-320-4573,https://my.clevelandclinic.org/locations/directions/325-westlake-medical-campus-building-a
1168_1,Twinsburg Family Heath & Surgery Center,"8701 Darrow Road, Twinsburg, OH 44087",N/A,https://my.clevelandclinic.org/locations/directions/312-twinsburg-family-health-and-surgery-center
1180_2,Southwoods Sleep Centers,"1450 S Canfield-Niles Road, Suite C, Austintown, OH 44515",330-729-9480,https://www.southwoodshealth.com/sleep-centers/
1253_1,Henry Ford Wyandotte Hospital - Pulmonary Clinc,"2333 Biddle Avenue, Wyandotte, MI 48192",N/A,https://www.henryford.com/locations/wyandotte?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing
1230_2,Sleep Diagnostic and Treatment Center,"1830 Town Center Drive, Suite 305, Reston, VA 20190",N/A,http://www.sleepheart.com/
1323_1,ProHealth Medical Group,"240 Maple Avenue, Mukwonago, WI 53149",N/A,https://www.prohealthcare.org/locations/profile/clinic-mukwonago/?utm_medium=listings&utm_source=gmb&utm_campaign=code-203
1319_2,University of Michigan Health-West,"2093 Health Drive SW, LL100, Wyoming, MI 49519",N/A,https://uofmhealthwest.org/locations/healthpark/
1351_1,ProHealth Medical Group,"13900 W. National Avenue, New Berlin, WI 53151",262-928-4500,https://www.prohealthcare.org/locations/profile/clinic-new-berlin/?utm_medium=listings&utm_source=gmb&utm_campaign=code-964
1356_1,ProHealth Heart & Vascular Center,"725 American Avenue, Waukesha, WI 53188",262-928-8800,https://www.prohealthcare.org/locations/profile/heart-vascular-center/?utm_medium=listings&utm_source=gmb&utm_campaign=code-655
1365_1,ProHealth Medical Group,"195 Discovery Drive, Brookfield, WI 53045",N/A,https://www.prohealthcare.org/locations/profile/clinic-brookfield/?utm_medium=listings&utm_source=gmb&utm_campaign=code-962
1370_2,West Lakes Sleep Center,"1410 Southwest Tradition Drive, 2nd Floor, Ankeny, IA 50023",515-875-9555,https://www.iowaclinic.com/locations/the-iowa-clinic-ankeny-campus/sleep-ankeny/?utm_source=extnet&utm_medium=yext
1370_3,West Lakes Sleep Center,"800 S Fillmore, Osceola, IA 50213",N/A,http://www.clarkehosp.org/
1370_4,West Lakes Sleep Center,"710 N 12th Street, Guthrie Center, IA 50115",N/A,http://guthriecountyhospital.org/
1370_5,West Lakes Sleep Center,"1015 Union Street, Boone, IA 50036",N/A,https://www.boonehospital.com/
1371_1,ProHealth Medical Group,"N16 W24131 Riverwood Drive, Waukesha, WI 53188",N/A,http://www.prohealthcare.org/?utm_medium=listings&utm_source=gmb&utm_campaign=code-652
1449_3,Delaware Sleep Disorder Centers Dover,"1408 Savannah RoadLewes, DE 19958",N/A,http://www.delsleep.com/
1449_4,Delaware Sleep Disorder Centers Dover,"111 Neurology Way, Milford DE 19963",N/A,https://www.bayhealth.org/locations/sleep-center-milford
1449_5,Delaware Sleep Disorder Centers Dover,"2 Lee Avenue Unit 102, Georgetown, DE 19947",855-873-4177,N/A
1476_1,Corewell Health Ludington Sleep Clinic,"5 N. Atkinson Drive Suite 302, Ludington, MI 49439",N/A,https://findadoctor.spectrumhealth.org/location/profile/11607?utm_source=GoogleBusiness&utm_content=Homepage
1545_1,St. Luke's Sleep Medicine Associates,"120 Pine Street, Suite B, Tamaqua, PA 18252",484-526-0224,https://www.slhn.org/locations/stlukes-sleep-medicine-tamaqua
1553_1,St. Luke's Sleep Medicine Associates,"2550 Route 100 Suite 230, MACUNGIE, PA 18062",N/A,https://www.slhn.org/locations/stlukes-sleep-medicine-macungie
1569_1,St. Luke's Sleep Medicine Associates,"1534 Park Avenue Suite 330, Quakertown, PA 18951",N/A,https://www.slhn.org/locations/stlukes-sleep-medicine-quakertown
1570_1,Jefferson Northeast Pulmonary Associates,"3998 Red Lion Road, Suite 130, Philadelphia, PA 19114",N/A,https://www.jeffersonhealth.org/find-a-doctor/a/aaronson-gary-a
1578_1,St. Luke's Sleep Medicine Associates,"701 Ostrum Street, Suite 203, Bethlehem, PA 18018",N/A,https://www.slhn.org/locations/stlukes-sleep-medicine-bethlehem
1598_1,St. Luke's Sleep Medicine Associates,"59 Roseberry Street, Phillipsburg, NJ 8865",N/A,https://www.slhn.org/locations/stlukes-sleep-medicine-warren
1607_1,Hunterdon Pulmonary & Critical Care,"6 Sand Hill Road Suite 202, Flemington, NJ 8822",908-237-4080,https://www.hunterdonhealth.org/services/hunterdon-pulmonary-critical-care
1607_3,Hunterdon Pulmonary & Critical Care,"Bridgewater Medical Office Building, 1121 Route 22 West, Suite 205, Bridgewater, NJ 08807",908-237-4080,https://www.hunterdonhealth.org/services/hunterdon-pulmonary-critical-care
1617_1,St. Luke's Sleep Medicine Associates,"3 Parkinsons Road, East Stroudsburg, PA 18301",484-526-0224,https://www.slhn.org/locations/stlukes-sleep-medicine-monroe
1687_3,Weill Cornell Pediatric Sleep and Breathing Disorders Center,"525 East 68th Street, 15 Floor F-Building, New York, NY 10065",N/A,https://weillcornell.org/services/neurology/center-for-sleep-medicine
1735_1,Sanford Pulmonary Clinic,"1205 South Grange Avenue, Sioux Falls, SD 57105",605-328-8900,https://www.sanfordhealth.org/locations/sanford-pulmonary-medicine-clinic/?yxt_info=healthcare-facility-010fa8fa-fd66-46d5-aff3-5b22a192ebe0&y_source=1_MTA2MTkxMjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
1854_4,Brown University Health Sleep Disorder Center,"110 Lockwood Street, Floor 10, Providence, RI 02903",N/A,https://www.brownhealth.org/locations/rhode-island-sleep-lab-east-providence
1878_2,Neurocare Center for Sleep,"22 Christy�s Drive, Suite 2 Brockton, MA 02301",N/A,http://www.neurocareinc.com/
1878_3,Neurocare Center for Sleep,"100 Cummings Center, Suite 120D, Beverly, MA 01915",617-796-7766,http://www.neurocareinc.com/
1878_4,Neurocare Center for Sleep,"1153 Centre Street Suite 5M, Boston, MA 02130",N/A,http://www.neurocareinc.com/
1878_5,Neurocare Center for Sleep,"Old Road to Nine Acre Corner Concord, MA 01742",N/A,http://www.neurocareinc.com/
1878_6,Neurocare Center for Sleep,"500 Congress Street Quincy, MA 02169",N/A,http://www.neurocareinc.com/
1878_7,Neurocare Center for Sleep,"Nutfield Professional Building, 44 Birch Street Building A, Suite 303 Derry, NH 03038",603-421-2098,http://parklandmedicalcenter.com/service/center-for-sleep-diagnostics
1881_2,Boston Children's Hospital,"300 Longwood Avenue, Fegan 9/Fegan 11/Farley 4, Boston, MA 02115",617-355-6000,https://www.childrenshospital.org/
1982_1,CHI St. Alexius Health Sleep Center,"310 North 10th Street, Bismarck, ND 58501",701-530-7533,https://providers.chistalexiushealth.org/l/chi-st-alexius-health-bismarck-sleep-center-2275
2028_1,"AMDx, Ltd. DBA: NeuroDiagnostic Laboratories","10320 W. McDowell Road, Suite K-1135, Avondale, AZ 85392",866-996-3876,N/A
2028_2,"AMDx, Ltd. DBA: NeuroDiagnostic Laboratories","6136 E. Brown Road, Suite 103, Mesa, AZ 85205",602-424-4450,https://neurodiagnosticlabs.com/
2028_4,"AMDx, Ltd. DBA: NeuroDiagnostic Laboratories","8687 E. Via de Ventura, Suite 214, Scottsdale, AZ 85258",602-424-4450,https://neurodiagnosticlabs.com/locations/
2063_1,Oneida County Clinic,"220 Bannock Street, Malad City, ID 83252",208-766-2600,https://www.oneidacountyhospital.com/getpage.php?name=medical_specialist_clinic
2013_4,East Valley Center for Pulmonary and Sleep Disorders,"37200 N Gantzel Road, Suite 230 San Tan Valley, AZ 85140",N/A,https://eastvalleypulmonary.com/physicians/
2111_1,Providence Medical Group Pulmonary and Sleep Medicine,"900 N. Orange Street Suite 106, Missoula, MT 59802",406-327-3100,https://www.providence.org/locations/mt/st-patrick-hospital/sleep-medicine-center?Is=location&y_source=1_MTMzOTYzNjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
2154_1,MemorialCare Medical Group Long Beach,"3828 Schaufele Avenue Suite 200, Long Beach, CA 90808",877-696-3622,https://www.memorialcare.org/locations/memorialcare-medical-group-long-beach-douglas-park
2266_1,Pulmonary Consultants and Sleep Specialists,"555 Black Oak Drive Suite 300, Medford, OR 97504",N/A,N/A
2278_1,Pulmonary Consultants and Sleep Specialists,"700 SW Ramsey Avenue Suite 104, Grants Pass, OR 97527",N/A,N/A
24_4,Pulmonary and Sleep,"701 Princeton Avenue POB II 199, Birmingham, AL 35211",N/A,https://www.bbhcarenetwork.com/find-a-doctor/detail/james-lott-1639285802
49_1,St. Francis Sleep Center,"4100 Woodruff Road, Suite 101, Building H, Columbus, GA 31904",706-320-2741,https://doctors.mystfrancis.com/location/st-francis-sleep-disorders-lab/loc0000257348?utm_source=google_business_profile&utm_medium=website
54_1,University Sleep Disorders Center,"183 University Drive, Auburn, AL 36830",334-209-6555,http://www.universitysdc.com/
81_2,Tri-County Pulmonary and Sleep Medicine,"234 12th Avenue Suite C, Laurel, MS 39440",N/A,https://scrmc.com/clinics/south-central-sleep-center/
156_1,Sleep Practitioners,"275 Sheraton Boulevard, Macon, GA 31210",478-745-5779,https://www.sleeppractitioners.com/
156_2,Sleep Practitioners,"801 W. Gordon Street, Thomaston, GA 30286",N/A,https://urmc.org/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp
156_3,Sleep Practitioners,"902 7th Street  N, Cordele, GA 31015",N/A,http://www.crispregional.org/?utm_source=GMBSocialClimb&utm_medium=CrispRegionalHospital
183_2,Advanced Center for Sleep Disorders,"3000 Westside Drive NW, Cleveland, TN 37312",423-648-8008,http://sleepforhealth.org/
188_2,UT Eralnger Neurology,"1751 Gunbarrel Road Tower A, Suite 300, Chattanooga, TN 37421",N/A,https://www.erlanger.org/neuro
194_1,Erlanger North Neurology and Sleep Disorders Center,"362 Morrison Springs Road Suite 103, Chattanooga, TN 37415",423-778-9001,https://www.erlanger.org/sleep
197_1,CHI Memorial Hixson Sleep Center,"1720 Gunbarrel Road Suite 206, Chattanooga, TN 37421",N/A,https://www.commonspirit.org/find-a-location/chi-memorial-regional-sleep-center-clinic-gunbarrel-3059
197_3,CHI Memorial Hixson Sleep Center,"4700 Battlefield Parkway Suite 310, Ringgold, GA 30736",423-495-7378,https://www.commonspirit.org/find-a-location/chi-memorial-sleep-specialists-parkway-1592
200_1,Pulmonary and Sleep Medicine Center of Winder,"2151 W Spring Street, Suite 110B, Monroe, GA 30655",N/A,https://www.breathewellsleepwell.com/
200_2,Pulmonary and Sleep Medicine Center of Winder,"1800 Tree Lane, Suite 200, Snellville, GA 30078",N/A,https://www.breathewellsleepwell.com/
200_4,Pulmonary and Sleep Medicine Center of Winder,"2075 Hamilton Creek Parkway, Suite 200, Dacula, GA 30019",N/A,http://www.pulmonarysleepmed.com/
230_2,Southeast Louisiana Veterans Health Care System - Sleep Center,"7968 Essen Park Avenue, Baton Rouge, LA 70809-7439",N/A,https://www.va.gov/southeast-louisiana-health-care/locations/baton-rouge-va-clinic/
230_3,Southeast Louisiana Veterans Health Care System - Sleep Center,"1801 Main Street, Franklin, LA 70538-3115",337-828-9092,http://www.neworleans.va.gov/locations/franklin.asp
230_4,Southeast Louisiana Veterans Health Care System - Sleep Center,"521 Ontario Street, Bogalusa, LA 70427-3845",N/A,https://www.neworleans.va.gov/locations/bogalusa.asp
230_5,Southeast Louisiana Veterans Health Care System - Sleep Center,"60491 Doss Drive, Suite B, Slidell, LA 70460-4972",N/A,http://www.neworleans.va.gov/locations/slidell.asp
230_6,Southeast Louisiana Veterans Health Care System - Sleep Center,"6433 West Park Avenue, Houma, LA 70364-2238",N/A,http://www.neworleans.va.gov/locations/houma.asp
230_7,Southeast Louisiana Veterans Health Care System - Sleep Center,"4004 West Airline Highway, Reserve, LA 70084-5712",N/A,http://vetaffairs.la.gov/
230_8,Southeast Louisiana Veterans Health Care System - Sleep Center,"1131 South Morrison Boulevard, Hammond, LA 70403-5409",N/A,https://www.va.gov/southeast-louisiana-health-care/locations/hammond-va-clinic/
230_9,Southeast Louisiana Veterans Health Care System - Sleep Center,"7850 Anselmo Lane, Baton Rouge, LA 70810-1101",N/A,https://www.va.gov/southeast-louisiana-health-care/locations/baton-rouge-south-va-clinic/
231_1,Sleep Center of Cool Springs,"2222 State Street, Suite D, Nashville, TN 37203",615-893-4896,N/A
255_1,Summit Center for Sleep Health,"1000 Health Park Drive, Suite 500, Brentwood, TN 37027",N/A,http://www.americansleepmedicine.com/
261_1,Cumberland Medical Center Sleep Disorder Center,"49 Cleveland Street, 200, Crossville, TN 38555",N/A,https://www.covenanthealth.com/cumberland/
268_1,Our Lady of the Lake Sleep Center,"4200 Essen Lane, Baton Rouge, LA 70809",N/A,https://www.fmolhs.org/locations/greater-baton-rouge/our-lady-of-the-lake-physician-group-sleep-medicine?utm_source=Google&utm_medium=listing&utm_campaign=GMB
272_1,Thibodaux Regional Medical Sleep Disorders Center,"602 North Acadia Road, Thibodaux LA 70301",985-493-4759,https://thibodaux.com/Centers-and-Services/Key-Services/Sleep-Disorders-Center
276_2,Blount Memorial Physician Group- Pulmonary and Sleep Medicine,"463 Blount Memorial P.O.B., Maryville, TN 37804",N/A,https://blountmemorial.org/
279_2,Tennova Sleep Center West,"3232 Tazewell Pike, Knoxville, TN 37918",N/A,https://www.tennovanorthknoxville.com/sleep-care?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings
333_1,Ochsner Lafayette General Neuroscience,"136 Hospital Drive Suite 100, Lafayette, LA 70503",337-289-8282,https://www.ochsner.org/locations/ochsner-lafayette-general-neuroscience-center/?y_source=1_OTc0MTE5NjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
370_4,Lexington Sleep Solutions,"2728 Sunset Boulevard, Suite 104 Lexington Medical Park 1, West Columbia, SC 29169",803-791-2683,http://sleepsolutions.lexmednetwork.org/
411_1,Carolina Cardiology Sleep Center,"986 Wellness Way, Suite 100, Fort Mill, SC 29715",N/A,http://www.carolinacardiologyassociates.com/
418_2,Ballad Health,"Lonesome Pine Hospital Sleep Clinic 1980 Holton Avenue, East, Big Stone Gap, VA 24219",276-523-8703,https://www.balladhealth.org/locations/sleep-center/big-stone-gap
444_2,Norton Sleep Center- PRP,"4606 Greenwood Road, Louisville, KY 40258",502-559-5559,https://nortonhealthcare.com/location/LOC0000227741/?utm_source=Yext
468_5,University of Louisville Physicians Sleep Center,"3920 Dutchmans Lane, 1st Floor, Louisville, KY 40207",N/A,https://uoflhealth.org/services/sleep-medicine/
475_1,Childrens Sleep Laboratory,"2658 Maguire Road, Ocoee, FL 34761",407-898-2767,http://childrenssleeplab.com/
475_2,Childrens Sleep Laboratory,"8833 Perimeter Park Boulevard, Suite 401, Jacksonville, FL 32216",N/A,https://www.baptistjax.com/locations/sleep-centers/wolfson-childrens
