clinic_id,clinic_name,location_address
2028_2,"AMDx, Ltd. DBA: NeuroDiagnostic Laboratories","6136 E. Brown Road, Suite 103, Mesa, AZ 85205"
2028_4,"AMDx, Ltd. DBA: NeuroDiagnostic Laboratories","8687 E. Via de Ventura, Suite 214, Scottsdale, AZ 85258"
2063_1,Oneida County Clinic,"220 Bannock Street, Malad City, ID 83252"
2013_4,East Valley Center for Pulmonary and Sleep Disorders,"37200 N Gantzel Road, Suite 230 San Tan Valley, AZ 85140"
2111_1,Providence Medical Group Pulmonary and Sleep Medicine,"900 N. Orange Street Suite 106, Missoula, MT 59802"
2154_1,MemorialCare Medical Group Long Beach,"3828 Schaufele Avenue Suite 200, Long Beach, CA 90808"
2266_1,Pulmonary Consultants and Sleep Specialists,"555 Black Oak Drive Suite 300, Medford, OR 97504"
2278_1,Pulmonary Consultants and Sleep Specialists,"700 SW Ramsey Avenue Suite 104, Grants Pass, OR 97527"
24_4,Pulmonary and Sleep,"701 Princeton Avenue POB II 199, Birmingham, AL 35211"
49_1,St. Francis Sleep Center,"4100 Woodruff Road, Suite 101, Building H, Columbus, GA 31904"
54_1,University Sleep Disorders Center,"183 University Drive, Auburn, AL 36830"
81_2,Tri-County Pulmonary and Sleep Medicine,"234 12th Avenue Suite C, Laurel, MS 39440"
156_1,Sleep Practitioners,"275 Sheraton Boulevard, Macon, GA 31210"
156_2,Sleep Practitioners,"801 W. Gordon Street, Thomaston, GA 30286"
156_3,Sleep Practitioners,"902 7th Street  N, Cordele, GA 31015"
183_2,Advanced Center for Sleep Disorders,"3000 Westside Drive NW, Cleveland, TN 37312"
188_2,UT Eralnger Neurology,"1751 Gunbarrel Road Tower A, Suite 300, Chattanooga, TN 37421"
194_1,Erlanger North Neurology and Sleep Disorders Center,"362 Morrison Springs Road Suite 103, Chattanooga, TN 37415"
197_1,CHI Memorial Hixson Sleep Center,"1720 Gunbarrel Road Suite 206, Chattanooga, TN 37421"
197_3,CHI Memorial Hixson Sleep Center,"4700 Battlefield Parkway Suite 310, Ringgold, GA 30736"
200_1,Pulmonary and Sleep Medicine Center of Winder,"2151 W Spring Street, Suite 110B, Monroe, GA 30655"
200_2,Pulmonary and Sleep Medicine Center of Winder,"1800 Tree Lane, Suite 200, Snellville, GA 30078"
200_4,Pulmonary and Sleep Medicine Center of Winder,"2075 Hamilton Creek Parkway, Suite 200, Dacula, GA 30019"
230_2,Southeast Louisiana Veterans Health Care System - Sleep Center,"7968 Essen Park Avenue, Baton Rouge, LA 70809-7439"
230_3,Southeast Louisiana Veterans Health Care System - Sleep Center,"1801 Main Street, Franklin, LA 70538-3115"
230_4,Southeast Louisiana Veterans Health Care System - Sleep Center,"521 Ontario Street, Bogalusa, LA 70427-3845"
230_5,Southeast Louisiana Veterans Health Care System - Sleep Center,"60491 Doss Drive, Suite B, Slidell, LA 70460-4972"
230_6,Southeast Louisiana Veterans Health Care System - Sleep Center,"6433 West Park Avenue, Houma, LA 70364-2238"
230_7,Southeast Louisiana Veterans Health Care System - Sleep Center,"4004 West Airline Highway, Reserve, LA 70084-5712"
230_8,Southeast Louisiana Veterans Health Care System - Sleep Center,"1131 South Morrison Boulevard, Hammond, LA 70403-5409"
230_9,Southeast Louisiana Veterans Health Care System - Sleep Center,"7850 Anselmo Lane, Baton Rouge, LA 70810-1101"
231_1,Sleep Center of Cool Springs,"2222 State Street, Suite D, Nashville, TN 37203"
255_1,Summit Center for Sleep Health,"1000 Health Park Drive, Suite 500, Brentwood, TN 37027"
261_1,Cumberland Medical Center Sleep Disorder Center,"49 Cleveland Street, 200, Crossville, TN 38555"
268_1,Our Lady of the Lake Sleep Center,"4200 Essen Lane, Baton Rouge, LA 70809"
272_1,Thibodaux Regional Medical Sleep Disorders Center,"602 North Acadia Road, Thibodaux LA 70301"
276_2,Blount Memorial Physician Group- Pulmonary and Sleep Medicine,"463 Blount Memorial P.O.B., Maryville, TN 37804"
279_2,Tennova Sleep Center West,"3232 Tazewell Pike, Knoxville, TN 37918"
333_1,Ochsner Lafayette General Neuroscience,"136 Hospital Drive Suite 100, Lafayette, LA 70503"
370_4,Lexington Sleep Solutions,"2728 Sunset Boulevard, Suite 104 Lexington Medical Park 1, West Columbia, SC 29169"
411_1,Carolina Cardiology Sleep Center,"986 Wellness Way, Suite 100, Fort Mill, SC 29715"
418_2,Ballad Health,"Lonesome Pine Hospital Sleep Clinic 1980 Holton Avenue, East, Big Stone Gap, VA 24219"
444_2,Norton Sleep Center- PRP,"4606 Greenwood Road, Louisville, KY 40258"
468_5,University of Louisville Physicians Sleep Center,"3920 Dutchmans Lane, 1st Floor, Louisville, KY 40207"
475_1,Childrens Sleep Laboratory,"2658 Maguire Road, Ocoee, FL 34761"
475_2,Childrens Sleep Laboratory,"8833 Perimeter Park Boulevard, Suite 401, Jacksonville, FL 32216"
475_3,Childrens Sleep Laboratory,"2104 Lakeland Hills Boulevard, Lakeland, FL 33805"
475_4,Childrens Sleep Laboratory,"11325 Lake Underhill Road, Orlando, FL 32825"
475_5,Childrens Sleep Laboratory,"4700 N Habana Avenue Suite 203, Tampa, FL 33614"
475_7,Childrens Sleep Laboratory,"561 NW Lake Whitney Place Suite 101, Port St. Lucie, FL 34986"
475_8,Childrens Sleep Laboratory,"16606 N Dale Mabry Highway, Tampa, FL 33618"
496_3,Comprehensive Neurology Clinic,"3232 Hillsdale Lane, Kissimmee, FL 34741"
517_1,Mercy Clinic Pulmonology,"1400 US Highway 61 Suite 250, Festus, MO 63028"
519_4,Pinehurst Medical Clinic,"522 Allen Street, Troy, NC 27371"
537_1,Children's sleep laboratory-Melbourne,"1616 Riggins Road, Tallahassee, FL 32308"
537_2,Children's sleep laboratory-Melbourne,"4151 Hunters Park Lane Suite 108, Orlando, FL 32837"
537_3,Children's sleep laboratory-Melbourne,"500 Federal Highway, Lake Park, FL 33403"
537_4,Children's sleep laboratory-Melbourne,"1404 E. Silver Springs Boulevard, Ocala, FL 34470"
537_6,Children's sleep laboratory-Melbourne,"101 S 11th Street Suite 101, Leesburg, FL 34748"
537_7,Children's sleep laboratory-Melbourne,"3539 Little Road, Trinity, FL 34655"
545_2,The Lung and Sleep Wellness Center,"933 Rockford Street, Suite B, Mt Airy, NC 27030"
571_1,Mercy Clinic Pulmonology,"621 S. New Ballas Road, Tower A Suite 228A, Saint Louis, MO 63141"
572_1,Mercy Clinic Children's Respiratory and Sleep Medicine,"621 S. New Ballas Road, Tower A Suite 382A, Saint Louis, MO 63141"
573_1,Mercy Clinic Neurology,"621 S. New Ballas Road, Tower B Suite 5003, Saint Louis, MO 63141"
574_1,Mercy Sleep Medicine,"621 S. New Ballas, Tower A Suite 268A, Saint Louis, MO 63141"
601_1,OSF Sleep,"1001 Main Street, Peoria, IL 61606"
633_1,"Professional Sleep Analysis, LLC","6350 Techster Boulevard Suite 2, Fort Myers, FL 33966"
633_2,"Professional Sleep Analysis, LLC","9550 Bonita Beach Road, Suite 108, Bonita Springs, FL 34135"
633_3,"Professional Sleep Analysis, LLC","16261 Bass Road, Suite 201, Ft Myers, FL 33908"
634_3,TriHealth Sleep Medicine - Montgomery,"10496 Montgomery Road, Suite 104, Montgomery, OH 45242"
656_2,"Sleep Medicine WV, Inc.","301 49Th Street, Charleston, WV 25304"
668_3,Sovah Sleep Center Clinic,"159 Executive Drive Suite B, Danville, VA 24541"
679_1,"Carilion Clinic Sleep Center, Roanoke","2001 Crystal Springs Avenue 3rd Floor, Suite 304, Roanoke, VA 24014"
682_1,Hendricks Sleep Medicine,"1080 N Green Street, Suite 150, Brownsburg, IN 46112"
689_1,CAMC Greenbrier Valley Medical Center Sleep Medicine,"119 Main Street W, Oak Hill, WV 25901"
689_2,CAMC Greenbrier Valley Medical Center Sleep Medicine,"1322 Maplewood Avenue, Ronceverte, WV 24970"
706_1,Mischer Neuroscience Associates,"9180 Pinecroft Drive Suite 500, Shenandoah, TX 77380"
728_1,Pulmonary and Critical Care Consultants,"2300 Miami Valley Drive Suite 370, Centerville, OH 45459"
728_2,Pulmonary and Critical Care Consultants,"3130 North County Road 25-A, Suite 203, Troy, OH 45373"
749_2,Lone Star Lung & Sleep Clinic,"27700 Northwest Fwy Suite 310, Cypress, TX 77433"
775_1,Pulmonary Associates of Southside Virginia,"2210 Wilborn Avenue, South Boston, VA 24592"
780_1,Pulmonary & Sleep Medicine,"146 East Hospital Drive Suite 201, Angleton, TX 77515"
781_1,Neurology and Sleep Disorders Clinic,"1020 Hitt Street, COLUMBIA, MO 65212"
789_2,Critical Care Medicine,"17510 W Grand Parkway S Suite 400, Sugar Land, TX 77479"
792_2,4 BETTER SLEEP,"8722 Greenville Avenue Suite 102, Dallas, TX 75243"
799_1,Memorial Hermann Medical Group,"2520 B F Terry Boulevard, Rosenberg, TX 77471"
816_4,Golden Valley Memorial Healthcare Sleep Lab,"603 E. Gaines Drive, Clinton, MO 64735"
834_1,OSF Medical Group- Bloomington Pulmonary and Sleep Medicine,"1505 Eastland Drive Suite 320, Bloomington, IL 61701"
840_1,Capitol Sleep Medicine at Knightsbridge Sleep Diagnostic Center,"2441 Old Stringtown Road, Grove City, OH 43123"
854_1,Ascension St. John Sleep Clinic,"1725 East 19th Street Suite 200, Tulsa, OK 74104"
861_1,Blessing Sleep Center,"11th & Broadway, Quincy, IL 62301"
871_4,Centre For Neuro Skills,"14425 Falcon Head Boulevard, Building F, Suite 200, Austin, TX 78738"
871_5,Centre For Neuro Skills,"2200 Powell Street, Suite 600, Emeryville, CA 94608"
871_6,Centre For Neuro Skills,"5411 Etiwanda Avenue, Suite 300, Tarzana, CA 91356"
871_7,Centre For Neuro Skills,"6940 Harris Parkway, Fort Worth, TX 76132"
877_1,Genesis Neuroscience Center,"955 Bethesda Drive Suite D, Zanesville, OH 43701"
878_1,Genesis Pulmonary/Critical Care Medicine,"945 Bethesda Drive Suite 260, Zanesville, OH 43701"
879_1,Genesis Sleep Medicine/ENT,"2945 Maple Avenue, Zanesville, OH 43701"
882_1,CCHC Pulmonary and Sleep Medicine,"941 Newman Road, New Bern, NC 28562"
896_2,"Sleep Medicine Specialists of South Florida, PA","11030 N. Kendall Drive, Suite 100, Miami, FL 33176"
898_1,Baylor Scott & White Pulmonary & Sleep Medicine Clinic,"120 Hillcrest Medical Boulevard Suite 305 Office Building 2, Waco, TX 76712"
900_1,Pulmonary Physicians of South Florida,"8600 SW 92 Street, Suite 204C, Miami, FL 33156"
900_3,Pulmonary Physicians of South Florida,"242 NW LeJeune Road, 2nd Floor, Miami, FL 33126"
948_1,OSF Sleep - Ottawa,"530 Park Avenue East, Princeton, IL 61356"
948_2,OSF Sleep - Ottawa,"1405 East 12th Street, Mendota, IL 61342"
948_4,OSF Sleep - Ottawa,"210 West Walnut Street, Canton, IL 61520"
948_5,OSF Sleep - Ottawa,"2 Saint Anthonys Way, Alton, IL 62002-4569"
956_2,Pulmonology Clinic,"2000 Olathe Boulevard Pod 4D, Kansas City, KS 66160"
958_1,University Health Sleep Clinic,"2301 Holmes, Kansas City, MO 64108"
994_2,UH Samaritan Health Center,"1025 Center Street Suite 2 East, Ashland, OH 44805"
1016_2,Advanced Sleep Care,"1197 Glen Drive, Suite E, Millersburg, OH 44654"
1044_1,"Skv Sleep Systems, LLC dba Sleep 360 Sleep Diagnostic Center","455 E. Central Expressway., Suite 102, Harker Heights, Texas 76548"
1055_1,Sound Sleep LLC,"571 James Madison Highway Suite B, Culpeper, VA 22701"
1056_1,Texas Sleep Medicine,"8500 Bluffstone Cove, Suite A-101, Austin, TX 78759"
1057_1,Duly Health and Care,"801 N. Cass Avenue, Suite 300, Westmont, Illinois 60559"
1057_2,Duly Health and Care,"303 W Ogden Avenue, Westmont, IL 60559"
1076_5,"Cardiovascular Medicine, PLLC","2635 Lincoln Way, Clinton, IA 52732"
1076_6,"Cardiovascular Medicine, PLLC","1236 E. Rusholme Street, Suite 300, Davenport, IA 52803"
1076_7,"Cardiovascular Medicine, PLLC","601 Hospital Drive, Maquoketa, IA 52060"
1076_8,"Cardiovascular Medicine, PLLC","1608 Cedar Street, Muscatine, IA 52761"
1081_1,Multi-Specialty Clinic,"2560 24th Street Building 1 Suite102, Rock Island, IL 61201"
1092_1,Bay Park Hospital,"2751 Bay Park Drive Suite 302, Oregon, OH 43616"
1093_2,Medina Medical Office Building,"90 E Washington Street, Medina, OH 44256"
1097_1,Specialty Clinic,"1301 West 12th Avenue, Suite 101, EMPORIA, KS 66801"
1106_2,Flower Hospital,"5308 Harroun Road Suite 180, Sylvania, OH 43560"
1110_2,Coldwater Regional Hospital,"320 East Chicago Street, Coldwater, MI 49036"
1120_1,UPMC Sleep Medicine Center,"275 Clairton Boulevard Suite 300B, West Mifflin, PA 15236"
1129_1,Cotton O'Neil Pulmonary Care,"823 SW Mulvane Street, Topeka, KS 66606"
1146_2,University of Pittsburgh Sleep Medicine Center,"1400 Locust Street, Building A, 4th Floor, Room 4412, Pittsburgh, PA 15219"
1161_2,St.John Hospital,"29101 Health Campus Drive Building 2 Suite 295, Westlake, OH 44145"
1162_2,"Commonwealth Sleep Center, LLC","4216 King Street, Alexandria, VA 22302"
1162_3,"Commonwealth Sleep Center, LLC","2200 Optiz Boulevard, Suite 335, Woodbridge, VA 22191"
1172_1,Westlake Health Center,"960 Clague Road Building A Suit 247 Building A Suit 2470, Westlake, OH 44145"
1185_1,MedPrime Sleep Center,"7726 Gunston Plaza, PO Box 1504, Lorton, VA 22199"
1202_1,University of Iowa Health Care,"Iowa River Landing East 920 East 2nd Avenue, Coralville, IA 52241"
1205_1,OSF Sleep,"702 South Rittenhouse Drive, Pontiac, IL 61764"
1211_1,Cleveland Clinic Hospital,"9500 Euclid Avenue, Cleveland, OH 44195"
1215_2,Integrated Sleep Services,"6355 Walker Lane Suite 313, Alexandria, VA 22310"
1215_3,Integrated Sleep Services,"514 N Washington Street, Alexandria, VA 22314"
1215_4,Integrated Sleep Services,"7115 Leesburg Pike Suite 201, Falls Church, VA 22043"
1240_1,PMA Health,"510 W. Annandale Road Falls Church, Falls Church, VA 22046"
1250_1,San Antonio Sleep Centers,"8019 S. New Braunfels Avenue, San Antonio, TX 78235"
1263_2,The Neurology Center for Sleep Disorders,"1160 Varnum Street NE, Suite 204, Washington, DC 20017"
1263_3,The Neurology Center for Sleep Disorders,"3801 International Drive, Suite 210, Silver Spring, MD 20906"
1263_4,The Neurology Center for Sleep Disorders,"10750 Columbia Pike, Suite 600, Silver Spring, MD 20901"
1263_5,The Neurology Center for Sleep Disorders,"2021 K Street NW, Suite 210, Washington, DC 20006"
1263_6,The Neurology Center for Sleep Disorders,"5454 Wisconsin Avenue, Suite 1720, Chevy Chase, MD 20815"
1263_7,The Neurology Center for Sleep Disorders,"1201 Seven Locks Road, Suite 101, Rockville, MD 20854"
1278_3,Pediatric Sleep Medicine Program,"5114 Midamerica Plaza, St. Louis, MO 63129"
1278_4,Pediatric Sleep Medicine Program,"One Childrens Place, Suite 2C, St. Louis, MO 63110"
1278_5,Pediatric Sleep Medicine Program,"660 South Euclid Avenue, St. Louis, MO 63110-1093"
1278_6,Pediatric Sleep Medicine Program,"1414 Cross Street, Suite 140A, Shiloh, IL 62269"
1284_1,Corewell Health Pennock Sleep Clinic,"1009 West Green Street, Hastings, MI 49058"
1284_2,Corewell Health Pennock Sleep Clinic,"1005 W Green Street,  Suite 202, Hastings, MI 49058"
1285_1,Sleep Therapy & Research Center,"7390 Barlite Boulevard, Suite 300, San Antonio, TX 78224"
1285_2,Sleep Therapy & Research Center,"19222 Stonehue Suite 105 B, San Antonio, TX 78258"
1303_1,"Consultants in Sleep & Pulmonary Medicine, PLLC","26850 Providence Parkway Suite 501, Novi, MI 48374"
1312_1,"Consultants in Sleep & Pulmonary Medicine, PLLC","1225 S Latson Road Suite 320, Howell, MI 48843"
1324_2,UH Geneva Medical Center,"890 W. Main Street, Suite 201, Geneva, OH 44041"
1343_1,Neurodiagnostic & Sleep Disorder Center NSD,"5701 Bow Pointe Drive. Suite 305, Clarkston, MI 48346"
1343_3,Neurodiagnostic & Sleep Disorder Center NSD,"43184 Dequindre Road Suite 202, Sterling Heights, MI 48314"
1357_1,"Trinity Health Medical Group, Sleep Medicine","1310 Wisconsin Avenue Suite 200, Grand Haven, MI 49417"
1417_1,"TidalHealth Sleep Center, Seaford","701 Middleford Road, Seaford, DE 19973"
1430_1,Yaish ENT,"123 Hospital Drive, Suite 2002, Watertown, WI 53098"
1432_1,Fredricksen Outpatient Center,"2005 & 2025 Technology Parkway, Mechanicsburg, PA 17050"
1438_2,Sound Asleep Sleep Diagnostic Lab,"2705 S Isabella Road, Suite A, Mount Pleasant, MI 48858"
1438_3,Sound Asleep Sleep Diagnostic Lab,"555 West Wackerly Road, Suite 3725, Midland, MI 48640"
1438_4,Sound Asleep Sleep Diagnostic Lab,"248 Washington Avenue, Suite B, Bay City, MI 48708"
1444_2,Methodist Physicians Clinic- floor 4-1 Edmundson Place,"933 E Pierce, Council Bluffs, IA 51503"
1462_1,Children's Nebraska,"8200 Dodge Street, Omaha, NE 68114"
1473_1,"Rio Grande Valley Sleep Centers, Inc","1040 W. Jefferson Street, Brownsville, TX 78520"
1473_3,"Rio Grande Valley Sleep Centers, Inc","301 W. Expressway 83, McAllen, TX 78550"
1473_4,"Rio Grande Valley Sleep Centers, Inc","2101 Pease Street, Harlingen, TX 78550"
1496_1,Respiratory Specialists Sleep Health Center,"542 N Lewis Road, Suite 207, Limerick, PA 19468"
1523_1,Penn Medicine at Radnor,"175 King of Prussia Road 2nd Floor, Radnor, PA 19087"
1538_1,Pennsylvania Hospital Sleep Center,"700 Spruce Street 5th Floor, Suite 500, Philadelphia, PA 19106"
1552_1,"Advantage Sleep Associates, LLC","2301 E Evesham Road Suite 603-604, Voorhees Township, NJ 08043"
1552_2,"Advantage Sleep Associates, LLC","100 Kings Way E Suite B-6, Sewell, NJ 08080"
1583_1,UBMD Sleep Medicine,"1020 Youngs Road, Williamsville, NY 14221"
1585_3,Capital Health Specialty Practices - Newtown,"3 Penns Trail, 2nd Floor, Newtown, PA 18940"
1620_2,Faith Regional Physician Services Neurology,"301 N. 27th Street, Norfolk, NE 68701"
1632_2,Oakleaf Clinics Sleep Disorders Center,"855 Lakeland Drive, Chippewa Falls, WI 54729"
1632_3,Oakleaf Clinics Sleep Disorders Center,"265 Griffin Street E, Amery, WI 54001"
1632_4,Oakleaf Clinics Sleep Disorders Center,"1705 16th Avenue, Cumberland, WI 54829"
1632_5,Oakleaf Clinics Sleep Disorders Center,"840 Spruce Street, Baldwin, WI 54002"
1633_1,Allina Clinic - Faribault,"100 State Avenue, Faribault, MN 55021"
1642_2,UR Medicine Sleep Center,"3170 West Street, Suite 275, Canandaigua, NY 14424"
1662_1,Allina Clinic - Farmington,"21260 Chippendale Avenue W, Farmington, MN 55024"
1670_1,Center for Sleep Disorders,"506 6th Street, Brooklyn, NY 11215"
1680_1,Allina Clinic - Cottage Grove,"8611 W. Point Douglas Road S, Cottage Grove, MN 55016"
1696_1,Sleep Disorders Service of New York,"112-03 Queens Boulevard, Suite 201, Forest Hills, NY 11375"
1714_2,Crystal Run Healthcare Physicians LLP,"95 Crystal Run Road, Middletown, NY 10941"
1714_3,Crystal Run Healthcare Physicians LLP,"300 Crystal Run Road, Middletown, NY 10941"
1714_8,Crystal Run Healthcare Physicians LLP,"855 Route 17M, Monroe, NY 10950"
1715_1,Bon Secours Medical Group,"70 Hatfield Lane Suite 101, Goshen, NY 10924"
1721_1,Northwell Health Sleep Disorders Center,"100 Community Drive, Lower Level, Great Neck, NY 11021"
1748_2,CNY Pulmonary & Sleep Medicine,"21 North Second Street, Fulton, NY 13069"
1761_1,Allina Clinic - Forest Lake,"One Norton Avenue, Oneonta, NY 13820"
1761_2,Allina Clinic - Forest Lake,"1540 S. Lake Street, Forest Lake, MN 55025"
1763_2,Northwell Health Physician Partners Pulmonary Medicine at Bay Shore,"39 Brentwood Road, Bay Shore, NY 11706-8031"
1771_2,Sleep Disorders Center of Connecticut,"81 Holly Hill Lane, 3rd Floor, Greenwich, CT 06830"
1776_1,SBUH Sleep Disorders Center Hauppauge,"200 Motor Parkway, Suite C-16, Hauppauge, NY 11788"
1780_1,Mather Hospital Sleep Disorders Center,"Frey Medical Arts Building, 625 Belle Terre Road, Port Jefferson, NY 11777"
1793_1,Sleep Disorders Lab of Central New York,"111 E Chestnut Street, Rome, NY 13440"
1807_1,Hungerford Regional Sleep Laboratory,"115 Spencer Street, Winsted, CT 06098"
1813_1,"Ear, Nose and Throat Institute of Connecticut","599 Farmington Avenue Suite 102, Farmington, CT 6032"
1821_1,Hartford HealthCare Medical Group,"699 Park Avenue, Bloomfield, CT 6002"
1831_3,Holyoke Medical Center Neurology and sleep,"2150 Main Street, Springfield, MA 1104"
1848_1,Kent Hospital Sleep Lab,"455 Toll Gate Road, Warwick, RI 02886"
1852_4,Mass Lung & Allergy Sleep Center,"10 North Main Street, Charlton, MA 01507"
1855_2,Dream Sleep Center,"1710 Jet Stream Drive Suite 215, Colorado Springs, CO 80921"
1910_1,Parkland Medical Center Respiratory,"1 Parkland Drive, Derry, NH 3865"
1921_1,North Dakota Center for Sleep,"4152 30th Avenue S. Suite 103, Fargo, ND 58104"
1932_1,8 Hour Sleep Clinic,"7430 N. Mesa Street, El Paso, TX 79912"
1932_2,8 Hour Sleep Clinic,"2000 Lomaland Drive, El Paso, TX 79935"
1940_1,El Paso VA Sleep Center,"2400 Trawood Drive, Suite 200, El Paso, TX 79936-4122"
1940_3,El Paso VA Sleep Center,"3401 Del Rey Boulevard, Las Cruces, NM 88012-8041"
1940_4,El Paso VA Sleep Center,"5001 North Piedras Street, El Paso, TX 79930-4210"
1940_5,El Paso VA Sleep Center,"350 Revere Street, El Paso, TX 79905-1633"
1940_6,El Paso VA Sleep Center,"1870 Northwestern Drive, El Paso, TX 79912-1121"
1940_7,El Paso VA Sleep Center,"5229 Sanders Avenue, El Paso, TX 79924-6409"
1949_2,"The Sleep Doctor, PLLC DBA Biorhythms by Dr Omavi","10460 Vista Del Sol Drive, Suite 240, El Paso, TX 79925"
1977_1,Upper Connecticut Valley Hospital,"181 Corliss Lane, Colebrook, NH 3576"
1978_8,Altru Pulmonary and Sleep Clinic,"1300 Columbia Road, Grand Forks, ND 58201"
1980_1,Sleep Disorders Center,"99 Campus Avenue, Suite 201, Lewiston, ME 04240"
2020_2,Pulmonary Clinics of Scottsdale,"8140 E, Cactus Road Suite 720, Scottsdale, AZ 85260"
2025_3,Frontier Neurosciences Sleep Lab,"1325 Highway 89, Suite 105, Jackson, WY 83001"
2025_4,Frontier Neurosciences Sleep Lab,"1458 W 5th Street, Sheridan, WY 82891"
2030_1,Sonoran Sleep Center,"5620 West Thunderbird Road, Suite B3, Glendale, AZ 85306"
2030_2,Sonoran Sleep Center,"4320 E. Brown Road, Suite 104, Mesa, AZ 85205"
2045_2,Intermountain Health St. Vincent Regional Hospital,"2825 West Main Street, Suite 1, Bozeman, MT 59718"
2072_1,"Somnos, Mayaguez","Medical Emporium 351 / Suite 114, Avenue Hostos, MayagÃƒ¼ez PR 00680"
2088_1,"Sleep Disorders Diagnosis Center at PD Plaza Luis A de Jesus Vargas, MD","Hima Plaza 1 Suite 314 Caguas, PR 00725"
2095_1,Benefis Medical Professional Center,"1401 25th Street S 4th Floor, Great Falls, MT 59405"
2124_1,The Sleep Center of Southern California,"31515 Rancho Pueblo Road, Suite 104, Temecula, CA 92592"
2124_2,The Sleep Center of Southern California,"1955 Citracado Parkway, Suite 102, Escondido, CA 92029"
2124_3,The Sleep Center of Southern California,"9850 Genesee Avenue, Suite 530, La Jolla, CA 92037"
2124_5,The Sleep Center of Southern California,"15611 Pomerado Road, Suite 580, Poway, CA 92064"
2126_1,Boise Sleep Clinic,"1075 N Curtis Road Suite 201, Boise, ID 83706"
2134_1,Meridian Sleep Clinic,"3025 W Cherry Lane Sute 204, Meridian, ID 83642"
2156_2,Ontario Sleep Clinic,"1050 SW 3rd Avenue Suite 3200, Ontario, OR 97914"
2175_5,St. Joseph Regional Medical Center Sleep Disorder Center,"416 6th Street, Floor 1, Lewiston, ID 83501"
2221_1,South County Sleep Disorders - Morgan Hill,"191 N. First Street, San Jose, CA 95113"
2221_2,South County Sleep Disorders - Morgan Hill,"301 Diana Avenue, Morgan Hill, CA 95037"
2246_4,Summit Health Sleep Lab,"815 Southwest Bond Street, Bend, OR 97702"
2246_5,Summit Health Sleep Lab,"1247 NE Medical Center Drive, Bend, OR 97701"
2257_1,Ron Conway Family Gateway Medical Building,"1825 4th Street, San Francisco, CA 94158"
2259_2,Confluence Health,"933 Red Apple Road, Wenatchee, WA 98801"
2262_2,Jiva Health Sleep Center,"141 Sand Creek Road, Suite B, Brentwood, CA 94513"
2262_3,Jiva Health Sleep Center,"411 30th Street,  Suite 408 Oakland, CA, 94609"
2262_4,Jiva Health Sleep Center,"8303 Sierra College Boulevard, Suite 109B, Roseville, CA 95661"
2262_5,Jiva Health Sleep Center,"2300 Bell Executive Lane, Sacramento, CA 95825"
2262_6,Jiva Health Sleep Center,"2001 Union Street, Suite 250, San Francisco, CA 94123"
2262_7,Jiva Health Sleep Center,"5201 Norris Canyon Road, Suite 120, San Ramon, CA 94583"
2262_8,Jiva Health Sleep Center,"2601 Nut Tree Road, Suite C, Vacaville, CA 95687"
2262_9,Jiva Health Sleep Center,"215 Lennon Lane, Suite 201, Walnut Creek, CA 94598"
2284_1,Portland VA Sleep Center,"3710 Southwest US Veterans Hospital Road, Portland, OR 97239-2964"
2284_2,Portland VA Sleep Center,"1601 East 4th Plain Boulevard, Vancouver, WA 98661-3753"
2296_1,Salem Health Sleep Center,"890 Oak Street  SE, Salem, OR 97301"
2331_1,Olympia Multi-Specialty Clinic Sleep Center,"406-A Black Hills Lane SW, Olympia, WA 98502"
2331_2,Olympia Multi-Specialty Clinic Sleep Center,"Physicians Pavilion at Capitol Medical Center, 3920 Capital Mall Drive SW, Olympia, WA 98502"
20847_2,Hawaii Pacific Neuroscience - Sleep Disorders Center,"94-849 Lumiaina Street Suite 203, Waipahu, HI 96797"
20848_1,"The Sleep Lab - Jamil S. Sulieman, MD","1029 Kapahulu Avenue, Suite 303, Honolulu, HI 96816"
20850_1,Kaiser Permanente Sleep Center,"98-1005 Moanalua Road, Aiea, HI 96701-4777"
30000_6,Sleep Disorders Center at Summit Medical Group,"6 Brighton Road, Clifton, NJ 07012"
30000_7,Sleep Disorders Center at Summit Medical Group,"75 E. Northfield Road, Livingston, NJ 07039"
30000_8,Sleep Disorders Center at Summit Medical Group,"300 Madison Avenue, 3rd Floor, Madison, NJ 07940"
30000_9,Sleep Disorders Center at Summit Medical Group,"95 Madison AveMorristown, NJ 07960"
30000_14,The Somerset Center For Pulmonary And Sleep Medicine,"245 Union Avenue, Suite 2C, Bridgewater, NJ 08807"
30000_138,Commonwealth Sleep Center,"8101 Hinson farm Road, Suite 318, Mt Vernon, VA 22306"
30000_146,Epoch Sleep Centers,"435 Lancaster Street, Suite 211B, Leominster, MA 01453"
30000_174,FirstHealth of the Carolinas,"155 Memorial Drive, Pinehurst, NC 28374"
30000_176,FirstHealth Sleep Disorders Richmond,"925 Long Drive, Rockingham, NC 28379"
30000_177,FirstHealth Sleep Disorders Montgomery,"520 Allen Street, Troy, NC 27371"
30000_181,Prisma Health Blount Memorial Sleep Health Center,"710 Morganton Square Drive, Maryville, TN 37801"
30000_183,Oklahoma Heart Institute Sleep Care of Hillcrest Medical Center,"2651 E. 21st Street Suite 400, Tulsa, OK 74114"
30000_187,Ochsner Medical Center - Hancock,"149 Drinkwater Boulevard, Bay Street  Louis, MS 39520"
30000_203,Kootenai Health - Sleep Disorders Center,"2003 Kootenai Health Way, Coeur D'Alene, ID 83814"
